0.6066547,0.16397452,0.6846449,0.45675594,0.9782733,0.33226693,0.114671886,0.073880255,0.25369507,0.39655745,0.082463086,0.4305917,0.8468382,0.26242274,0.7392629,0.76010364,0.051383555,0.46426708,0.5709323,0.3777259,0.012009621,0.13653177,0.4357249,0.026813805,0.7319581,0.20834333,0.7456913,0.92784685,0.48671818,0.66251963,0.67011446,0.9302217,0.26443833,0.32212377,0.41342944,0.38533652,0.054553807,0.6037228,0.26012188,0.69625825,0.5028542,0.43017846,0.33981818,0.47702074,0.81683683,0.9717268,0.5487197,0.38568842,0.26749986,0.19426596,0.20998502,0.30579245,0.41352928,0.7738087,0.12121278,0.7317464,0.8973986,0.59609973,0.7414847,0.49020964,0.7834367,0.159114,0.59613305,0.69825095,0.1964981,0.9838584,0.49128222,0.9026464,0.53918904,0.48245186,0.97125375,0.85518515,0.41305327,0.15568477,0.821326,0.8540552,0.12115908,0.1125136,0.11760944,0.07409835,0.00068068504,0.40872252,0.102270305,0.52495456,0.17784995,0.8682457,0.7949497,0.6539951,0.52249604,0.07147455,0.9152686,0.65555173,0.23854405,0.44355172,0.30979437,0.600169,0.25382024,0.11330426,0.21502602,0.63787925
0.2356413,0.24055576,0.52119833,0.7440743,0.11426538,0.11861318,0.465993,0.46797854,0.85683644,0.14514035,0.42345446,0.2409584,0.40300167,0.30800986,0.44889462,0.46618605,0.66707516,0.11499083,0.03796029,0.81157315,0.8886828,0.8710348,0.6986233,0.39193904,0.23456025,0.6762295,0.3512566,0.79729456,0.6350349,0.039954007,0.13032264,0.6640574,0.24103749,0.77370745,0.90813076,0.4092285,0.13361382,0.644192,0.15265703,0.17664242,0.72093713,0.09055513,0.47579747,0.20954478,0.06463736,0.19147408,0.2701,0.6883087,0.24699205,0.39615703,0.7715857,0.5101567,0.108620524,0.07728773,0.09871775,0.49221212,0.113025546,0.6901059,0.7317227,0.5174516,0.19650698,0.51838803,0.52858645,0.4130571,0.41438746,0.7643666,0.12743843,0.8454775,0.5014102,0.89718,0.31863767,0.42897767,0.11049807,0.45720756,0.28582335,0.9659728,0.30719942,0.25796682,0.0658595,0.6969646,0.54325473,0.94959015,0.78880787,0.36340213,0.24222648,0.41085094,0.69027245,0.13504148,0.45060503,0.49883205,0.7572389,0.5327193,0.053541362,0.6078385,0.33256203,0.941888,0.9530855,0.95988727,0.72898185,0.074679434
0.9999769,0.4320876,0.26578194,0.80561876,0.7843217,0.8204211,0.9641716,0.8464833,0.95918185,0.884147,0.96624756,0.42430437,0.6311168,0.965222,0.07519585,0.848516,0.9475358,0.23667717,0.8230897,0.57845515,0.22604328,0.7433955,0.39033532,0.029973567,0.16500217,0.5214483,0.8773713,0.513507,0.65386105,0.74599856,0.48908246,0.23384869,0.26166558,0.12475121,0.14804298,0.6065241,0.8271248,0.18323517,0.47203147,0.6978536,0.59381956,0.122068584,0.6791041,0.3475855,0.3523041,0.92170423,0.52894163,0.055299222,0.3587281,0.0076672435,0.60929376,0.43298966,0.26155263,0.88497376,0.012621641,0.90654844,0.8080685,0.39695805,0.8909444,0.12320095,0.67751116,0.46780324,0.4515823,0.9467649,0.9842265,0.1541915,0.3850829,0.019394457,0.093064606,0.23453242,0.4611891,0.20992047,0.50320524,0.97164977,0.17761463,0.8859257,0.49824625,0.9487786,0.70309174,0.21535045,0.11471623,0.81474954,0.84679395,0.2019468,0.41287255,0.8031936,0.9527617,0.022445261,0.67005783,0.20362896,0.09058714,0.91488737,0.9605005,0.40677172,0.3530197,0.5886437,0.42847496,0.15318716,0.63599014,0.72569734
0.11817443,0.9550619,0.32947743,0.92316806,0.121032834,0.6484999,0.5660305,0.9135054,0.6884917,0.06624389,0.65846914,0.6510251,0.8917511,0.34888637,0.53817207,0.20260787,0.8987554,0.5427737,0.031222582,0.9318369,0.20056868,0.23819149,0.80961436,0.29848766,0.85345525,0.57184106,0.17960823,0.029698014,0.3671353,0.2793321,0.8332518,0.089269936,0.584682,0.34238684,0.88018686,0.5069737,0.6337873,0.3634259,0.49354494,0.7757692,0.6967474,0.41231686,0.09180403,0.4970507,0.67781955,0.52239364,0.82929623,0.73256856,0.34621412,0.9377359,0.36076093,0.05672717,0.63811076,0.70219433,0.8986946,0.20634288,0.4401651,0.30581307,0.68334556,0.0596202,0.979076,0.77429324,0.513676,0.18884748,0.8152062,0.92640907,0.8213693,0.60567904,0.7487765,0.1102075,0.014199138,0.79414487,0.10154766,0.07404673,0.9034151,0.7091942,0.00049346685,0.22147095,0.25655854,0.6956449,0.22605717,0.33983707,0.33616197,0.026353419,0.058591247,0.17537618,0.16716999,0.0049265027,0.47707838,0.39396834,0.5185557,0.8510685,0.41834688,0.5387058,0.15787286,0.7834188,0.33167106,0.38757235,0.9027383,0.46832883
0.7469292,0.56646615,0.04733157,0.16886342,0.65406054,0.29903036,0.5921408,0.22363937,0.34160626,0.33925307,0.8551918,0.9499456,0.612963,0.31423265,0.9227192,0.12278718,0.47211212,0.40000498,0.5822949,0.68829906,0.44120848,0.42752516,0.23978472,0.953055,0.35531765,0.42898297,0.37249476,0.461865,0.3955295,0.9992223,0.78045386,0.30262405,0.120182455,0.3678627,0.13946939,0.8319942,0.90513176,0.8057159,0.5729921,0.8905796,0.40654516,0.3409804,0.09898335,0.53927034,0.5917979,0.64604634,0.83424133,0.4733014,0.4980368,0.4302224,0.31949967,0.22594333,0.1132164,0.75273377,0.31215417,0.6702685,0.3053642,0.41971356,0.7774486,0.5766028,0.8015626,0.524145,0.025327325,0.93610317,0.94318396,0.50844866,0.14138293,0.43891978,0.45932996,0.5262179,0.4174345,0.43066818,0.713348,0.0937649,0.09797883,0.8611054,0.5287702,0.41562515,0.013631463,0.055493653,0.3720733,0.32335222,0.98484665,0.5662523,0.23091167,0.2121703,0.34383434,0.30728018,0.029817224,0.7700496,0.2570858,0.24594909,0.9024026,0.41606104,0.60297966,0.16824144,0.5838777,0.4260372,0.7380456,0.3562603
0.57419634,0.9179522,0.04905069,0.67573005,0.86374575,0.028405845,0.9321054,0.8493853,0.6039435,0.9029586,0.43667817,0.7317204,0.92187375,0.5381323,0.23935753,0.0846712,0.960476,0.016622245,0.7888402,0.53587097,0.13605243,0.71129096,0.032371223,0.95673084,0.8525685,0.8941887,0.2663613,0.9988046,0.5393385,0.89867145,0.40009004,0.46293032,0.19103652,0.0699451,0.7059988,0.06313467,0.90738666,0.14730942,0.22730029,0.7777485,0.84668356,0.4095208,0.25477844,0.6342097,0.42325848,0.6338444,0.82474685,0.73216194,0.26015204,0.6004597,0.75753236,0.7463962,0.30163425,0.41474658,0.510428,0.6030586,0.9181302,0.02738738,0.18943179,0.095469296,0.78002506,0.08434397,0.7561351,0.0750339,0.3620627,0.4443347,0.25761932,0.9754543,0.41857433,0.22230524,0.9234008,0.12253082,0.7607183,0.063185036,0.38035876,0.010331273,0.60184294,0.04451853,0.8179694,0.16236109,0.39265466,0.2858029,0.935538,0.3044414,0.07768941,0.6772783,0.6927598,0.35125536,0.733667,0.41080087,0.9794928,0.06291163,0.50997657,0.2701404,0.047891557,0.08756989,0.98579276,0.14075273,0.9202278,0.31720883
0.5190752,0.6515563,0.03845817,0.5597331,0.5171009,0.45786732,0.6545746,0.8810337,0.8568997,0.34527236,0.13454556,0.90211236,0.68570125,0.22473812,0.45907396,0.43907607,0.44301224,0.81648105,0.057932794,0.6232966,0.34825903,0.82847565,0.36166292,0.44519293,0.69078434,0.6285256,0.80382705,0.9140761,0.46549118,0.07641178,0.6673661,0.6372775,0.1886515,0.50322735,0.6263869,0.19420004,0.16815448,0.31293327,0.90253145,0.86871386,0.38833934,0.93296474,0.15753031,0.4582746,0.6335993,0.5502582,0.6233939,0.09495032,0.765832,0.18275464,0.50588495,0.19702798,0.17508751,0.20902544,0.22929853,0.16135997,0.41874433,0.44021577,0.12557644,0.42585397,0.3020628,0.22855794,0.95806456,0.45663667,0.5159387,0.26100224,0.24314994,0.58769083,0.13727134,0.6308859,0.7687981,0.3623259,0.28708327,0.32514727,0.8206042,0.8568571,0.53824115,0.6934442,0.38729954,0.5619738,0.1600818,0.97511464,0.7891588,0.7213833,0.98639923,0.3944661,0.687685,0.66080207,0.68814987,0.86277133,0.49749982,0.038301587,0.74194586,0.8356064,0.6653912,0.6344919,0.02949524,0.50110257,0.9321285,0.38352078
0.38754267,0.6724296,0.80705106,0.039168417,0.4380669,0.18489856,0.8060495,0.84185386,0.16160339,0.13123214,0.92596996,0.28409082,0.1500507,0.075693905,0.030616462,0.89980465,0.09802657,0.39286792,0.65480703,0.86101073,0.4972151,0.3392284,0.06859791,0.9710584,0.2459963,0.78793395,0.6103986,0.61629665,0.9905545,0.6736045,0.5454723,0.18745846,0.78293705,0.45577598,0.27059942,0.7903135,0.1292637,0.52435446,0.17989689,0.79197204,0.048798382,0.2705744,0.42297012,0.98949647,0.8298858,0.8975781,0.9051269,0.3614444,0.08384597,0.8937159,0.069277704,0.99904495,0.50225085,0.027577698,0.025899768,0.15517867,0.20873076,0.5684703,0.8145184,0.15941459,0.90864587,0.52788126,0.38545948,0.09426296,0.9988823,0.4334401,0.6664509,0.18713897,0.20730895,0.71327394,0.48186213,0.3834768,0.50098866,0.744355,0.47776455,0.49634504,0.69980633,0.14676851,0.8734056,0.8716697,0.057633817,0.9894346,0.8866797,0.46415287,0.7510199,0.28276283,0.27967793,0.1255914,0.49102962,0.5909584,0.3854919,0.7627019,0.9599507,0.79916245,0.9892491,0.9681978,0.8911267,0.089898884,0.08821374,0.7758832
0.07071704,0.54035926,0.6722434,0.27827364,0.06536496,0.9918105,0.9566381,0.88228065,0.8778861,0.9076789,0.79547787,0.44197744,0.3957435,0.31224477,0.039292693,0.083177626,0.74550235,0.7914353,0.5479242,0.8681344,0.695026,0.8381815,0.65241456,0.3515569,0.059861958,0.27934897,0.34491956,0.4681167,0.24936807,0.7335919,0.11796403,0.90599483,0.24672121,0.29907978,0.9815991,0.88041085,0.34855598,0.6039388,0.9326941,0.3318045,0.9808043,0.75677353,0.95006996,0.5905387,0.17629778,0.0016938448,0.04084152,0.7060983,0.30769324,0.542855,0.89127386,0.42756873,0.80810183,0.3612646,0.32585746,0.91143435,0.7009513,0.6515272,0.38356405,0.059781194,0.87636316,0.6659726,0.27490032,0.32251447,0.9736111,0.49013263,0.5707358,0.80186987,0.5684535,0.78968745,0.46573007,0.19999474,0.31398886,0.50967956,0.34943599,0.42078906,0.8954596,0.112143815,0.9876488,0.24752563,0.9864122,0.60331756,0.9440094,0.55979717,0.768418,0.8143148,0.34508705,0.3301834,0.6837947,0.6471107,0.32570648,0.15037954,0.047540545,0.6591634,0.2347737,0.65538836,0.9800864,0.8382005,0.7841166,0.11680174
0.0838719,0.46357775,0.46391356,0.6728193,0.9690871,0.97947085,0.17586982,0.9008814,0.8539911,0.70723724,0.1413598,0.324835,0.56806624,0.7241433,0.93346125,0.84679395,0.51024383,0.020615757,0.0015462637,0.9268107,0.18402219,0.83843935,0.50395966,0.59036785,0.7551453,0.7339243,0.03441012,0.95733404,0.032313287,0.02283609,0.7193369,0.7742159,0.62988544,0.630798,0.07627982,0.76696336,0.17700058,0.7600416,0.42671275,0.94363135,0.71780205,0.16849577,0.9784363,0.11617839,0.2859509,0.47485882,0.61587685,0.041556776,0.0006477833,0.014685452,0.23101974,0.75967425,0.052075624,0.97399145,0.61316764,0.7278044,0.8330698,0.42054033,0.06847298,0.91866857,0.9642889,0.83495283,0.77355766,0.7067481,0.8417609,0.65914,0.4663785,0.09516513,0.8470612,0.3705613,0.3384604,0.00023299456,0.75939435,0.5062274,0.55972415,0.5524049,0.8186685,0.9889267,0.00421381,0.13470411,0.89635503,0.13767749,0.39438152,0.4188664,0.42195517,0.0630191,0.2534579,0.9447587,0.019412339,0.9818924,0.7313752,0.34737772,0.32279807,0.28937864,0.04949981,0.55498624,0.8948954,0.9316231,0.6418919,0.47172683
